,yield,yield_unit,brand,crop,state,county,latitude,longitude,plantdate,harvestdate,test_avg_yield,test_avg_yield_unit,irrigated_status,soil_class,country,Location
2105,173.1,bu/ac,CHANNEL,corn,IL,Effingham,39.183645,-88.64333,6/12/13,11/13/13,172.5,bu/ac,False,SILT LOAM,US,"Effingham,IL,US"
2106,243.4,bu/ac,AUGUSTA,corn,PA,York,40.1496,-76.93996,5/24/14,11/13/14,229.8,bu/ac,False,SILTY CLAY LOAM,US,"York,PA,US"
2107,224.4,bu/ac,CHANNEL,corn,IL,Lee,41.61424,-89.18954,4/20/12,9/29/12,208.7,bu/ac,False,SILTY CLAY LOAM,US,"Lee,IL,US"
2108,187.7,bu/ac,BECKS,corn,OH,Seneca,41.21215,-83.14288,5/21/13,11/6/13,190.9,bu/ac,False,SANDY LOAM,US,"Seneca,OH,US"
2109,203.0,bu/ac,AGRIGOLD,corn,IL,Douglas,39.8058,-88.20375,5/17/13,10/11/13,185.4,bu/ac,False,SILTY CLAY LOAM,US,"Douglas,IL,US"
2110,200.1,bu/ac,CHANNEL,corn,NE,Cass,40.81327,-95.8768,5/6/14,10/11/14,203.4,bu/ac,False,SILT LOAM,US,"Cass,NE,US"
2111,148.6,bu/ac,AUGUSTA,corn,MO,Andrew,39.9637436,-94.81059549999999,5/19/13,11/10/13,154.9,bu/ac,False,SILTY CLAY LOAM,US,"Andrew,MO,US"
2112,218.9,bu/ac,AGRIGOLD,corn,KS,Jefferson,37.1095843,-95.76257129999999,4/23/14,9/30/14,205.5,bu/ac,False,SILTY CLAY LOAM,US,"Jefferson,KS,US"
2113,199.8,bu/ac,BECKS,corn,IL,Fayette,38.96296,-89.1452,6/11/13,11/14/13,216.5,bu/ac,False,SILTY CLAY LOAM,US,"Fayette,IL,US"
2114,230.7,bu/ac,AUGUSTA,corn,IL,Fayette,38.96296,-89.1452,6/11/13,11/14/13,216.5,bu/ac,False,SILTY CLAY LOAM,US,"Fayette,IL,US"
2115,255.3,bu/ac,AUGUSTA,corn,OH,Van Wert,40.80024,-84.50001,5/14/13,10/28/13,239.8,bu/ac,False,LOAM,US,"Van Wert,OH,US"
2116,186.3,bu/ac,BECKS,corn,IL,Bureau,41.519258,-89.719679,4/18/12,9/19/12,170.0,bu/ac,False,SILT LOAM,US,"Bureau,IL,US"
2117,177.4,bu/ac,CHAMPION,corn,IA,Washington,41.30932,-91.64886,4/24/12,9/30/12,189.2,bu/ac,False,SILTY CLAY LOAM,US,"Washington,IA,US"
2118,233.5,bu/ac,AGRIGOLD,corn,MD,Carroll,39.59615,-76.79256,5/24/14,11/11/14,227.4,bu/ac,False,SANDY LOAM,US,"Carroll,MD,US"
2119,271.0,bu/ac,AUGUSTA,corn,IL,Sangamon,39.9616,-89.5339,4/27/14,10/11/14,255.8,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
2120,225.3,bu/ac,BECKS,corn,IN,White,40.7698,-86.9871,5/8/14,10/20/14,226.1,bu/ac,False,SILTY CLAY LOAM,US,"White,IN,US"
2121,212.0,bu/ac,CHANNEL,corn,IL,McHenry,42.3347,-88.55448,5/11/14,11/2/14,214.2,bu/ac,False,SILT LOAM,US,"McHenry,IL,US"
2122,219.3,bu/ac,CHAMPION,corn,IA,Guthrie,41.77194,-94.29103,5/9/14,11/8/14,218.3,bu/ac,False,SILTY CLAY LOAM,US,"Guthrie,IA,US"
2123,234.4,bu/ac,CHAMPION,corn,IA,Guthrie,41.77194,-94.29103,5/9/14,11/8/14,218.3,bu/ac,False,SILTY CLAY LOAM,US,"Guthrie,IA,US"
2129,229.3,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/10/12,9/25/12,160.0542857,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
2130,199.0,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/14/13,11/2/13,189.815,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
2131,185.8,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/14/13,11/2/13,189.815,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
2132,206.8,bu/ac,CHAMPION,corn,IA,Sioux,43.14412557,-95.74659097,5/3/14,10/21/14,199.5586667,bu/ac,False,SILTY CLAY LOAM,US,"Sioux,IA,US"
2133,222.1,bu/ac,CHAMPION,corn,IA,Pocahontas,42.75101563,-94.6485412,5/7/14,11/1/14,208.344,bu/ac,False,CLAY LOAM,US,"Pocahontas,IA,US"
2134,187.3,bu/ac,CHAMPION,corn,IA,Chickasaw,42.96995408,-92.44502714,5/18/14,10/31/14,185.4426667,bu/ac,False,LOAM,US,"Chickasaw,IA,US"
2135,212.2,bu/ac,CHAMPION,corn,IA,Carroll,42.08377798,-94.89706782,5/16/14,10/27/14,210.2011765,bu/ac,False,LOAM,US,"Carroll,IA,US"
2136,208.27,bu/ac,BECKS,corn,IL,Grundy,41.21602109,-88.44286849,5/23/09,11/6/09,211.597451,bu/ac,False,SILTY CLAY LOAM,US,"Grundy,IL,US"
2137,256.8433,bu/ac,RENK,corn,IL,Woodford,40.76895289,-89.20458608,5/8/13,10/15/13,259.03147,bu/ac,False,SILT LOAM,US,"Woodford,IL,US"
2138,265.2037,bu/ac,AGRIGOLD,corn,IL,Woodford,40.76895289,-89.20458608,5/8/14,10/15/14,261.6317471,bu/ac,False,SILT LOAM,US,"Woodford,IL,US"
2139,248.8544,bu/ac,CHANNEL,corn,IL,Champaign,40.11180903,-88.20448368,4/24/14,10/20/14,244.773525,bu/ac,False,SILT LOAM,US,"Champaign,IL,US"
2140,234.1728,bu/ac,BECKS,corn,IL,DeKalb,41.78529825,-88.8413625,5/8/13,10/19/13,236.7749315,bu/ac,False,SILTY CLAY LOAM,US,"DeKalb,IL,US"
2141,221.4602,bu/ac,AGRIGOLD,corn,IL,Ogle,42.10768239,-89.43415328,5/8/14,10/30/14,228.2646273,bu/ac,False,SILT LOAM,US,"Ogle,IL,US"
2142,244.4754,bu/ac,AGRIGOLD,corn,IL,Whiteside,41.71073532,-90.05076708,5/7/14,10/11/14,255.6250959,bu/ac,False,SILTY CLAY LOAM,US,"Whiteside,IL,US"
2143,257.7478,bu/ac,AGRIGOLD,corn,IL,Whiteside,41.71073532,-90.05076708,5/7/14,10/11/14,255.6250959,bu/ac,False,SILTY CLAY LOAM,US,"Whiteside,IL,US"
2144,205.3908,bu/ac,BECKS,corn,IL,St. Clair,38.52835224,-89.94835907,4/25/13,10/16/13,215.5367257,bu/ac,False,SILT LOAM,US,"St. Clair,IL,US"
2145,208.2102,bu/ac,BURRUS,corn,IL,Warren,40.90848767,-90.63551373,4/18/12,9/20/12,217.9916556,bu/ac,False,SILTY CLAY LOAM,US,"Warren,IL,US"
2146,205.6005,bu/ac,CHANNEL,corn,IL,Warren,40.90848767,-90.63551373,4/30/13,10/1/13,225.0007528,bu/ac,False,SILTY CLAY LOAM,US,"Warren,IL,US"
2147,239.6879,bu/ac,AGRIGOLD,corn,IL,Pike,39.7594141,-90.88178798,4/23/14,10/22/14,236.5357417,bu/ac,False,SILT LOAM,US,"Pike,IL,US"
2148,261.066,bu/ac,AGRIGOLD,corn,IL,Sangamon,39.80551317,-89.81068062,4/22/14,10/7/14,275.4849075,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
2149,280.3908,bu/ac,CATALYST,corn,IL,Sangamon,39.80551317,-89.81068062,4/22/14,10/7/14,275.4849075,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
2150,200.0,bu/ac,BECKS,corn,IN,Kosciusko,41.2315233,-85.8859987,5/7/13,10/15/13,213.8846154,bu/ac,False,LOAM,US,"Kosciusko,IN,US"
2151,222.4,bu/ac,AUGUSTA,corn,IN,Montgomery,40.1716,-87.0576,5/20/14,10/23/14,228.9,bu/ac,False,SILTY CLAY LOAM,US,"Montgomery,IN,US"
2152,212.9459478,bu/ac,AGRIGOLD,corn,KS,Shawnee,39.13610077,-95.9514,4/22/14,10/6/14,195.8706503,bu/ac,False,SILTY CLAY LOAM,US,"Shawnee,KS,US"
2153,212.0,bu/ac,AGRIGOLD,corn,IN,Vigo,39.06741828,-87.39166147,5/17/13,11/13/13,234.0263158,bu/ac,False,SILT LOAM,US,"Vigo,IN,US"
2154,247.0,bu/ac,AGRIGOLD,corn,IN,Vigo,39.06741828,-87.39166147,5/6/14,9/27/14,255.40625,bu/ac,False,SILT LOAM,US,"Vigo,IN,US"
2155,240.5,bu/ac,AGVENTURE,corn,MN,Wilkin,46.16206,-96.40966,5/12/12,9/27/12,238.2,bu/ac,False,SILTY CLAY LOAM,US,"Wilkin,MN,US"
2156,232.1,bu/ac,BECKS,corn,OH,Mahoning,40.89991788,-81.00278722,5/8/13,10/22/13,226.3716667,bu/ac,False,SILT LOAM,US,"Mahoning,OH,US"
2157,167.3,bu/ac,CHAMPION,corn,IA,Carroll,42.08377798,-94.89706782,5/16/13,10/21/13,163.3378378,bu/ac,False,LOAM,US,"Carroll,IA,US"
2158,164.7,bu/ac,RENK,corn,NE,Seward,40.811723,-97.11871,5/14/13,11/5/13,173.9,bu/ac,False,SILT LOAM,US,"Seward,NE,US"
2160,173.5,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/14/13,11/2/13,189.815,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
2161,221.1,bu/ac,RENK,corn,NE,Dodge,41.64119,-96.68946,5/15/13,10/24/13,220.2,bu/ac,True,SILTY CLAY,US,"Dodge,NE,US"
2162,213.0,bu/ac,CHANNEL,corn,IN,Jasper,41.04012454,-87.10323544,5/6/13,10/29/13,221.6923077,bu/ac,False,SANDY LOAM,US,"Jasper,IN,US"
2163,209.0,bu/ac,AGRIGOLD,corn,IN,Kosciusko,41.2315233,-85.8859987,5/27/14,11/12/14,209.52,bu/ac,False,LOAM,US,"Kosciusko,IN,US"
2164,269.0,bu/ac,AGRIGOLD,corn,IN,Vigo,39.06741828,-87.39166147,5/6/14,9/27/14,255.40625,bu/ac,False,SILT LOAM,US,"Vigo,IN,US"
2165,158.8,bu/ac,RENK,corn,IL,Jo Daviess,42.5032,-90.088,5/16/13,10/10/13,165.2,bu/ac,False,SILT LOAM,US,"Jo Daviess,IL,US"
2166,233.0,bu/ac,CHANNEL,corn,IN,Whitley,41.114556,-85.47809489,5/7/13,10/16/13,235.9230769,bu/ac,False,SANDY LOAM,US,"Whitley,IN,US"
2167,261.0,bu/ac,ARMOR,corn,IN,Vigo,39.06741828,-87.39166147,5/6/14,9/27/14,255.40625,bu/ac,False,SILT LOAM,US,"Vigo,IN,US"
2168,207.0,bu/ac,AGRIGOLD,corn,IN,Tipton,40.29241517,-86.05069795,5/28/14,11/3/14,216.28125,bu/ac,False,SILTY CLAY,US,"Tipton,IN,US"
2169,236.9,bu/ac,AUGUSTA,corn,IL,Tazewell,40.3959,-89.5624,5/6/14,10/27/14,235.9,bu/ac,False,SILTY CLAY LOAM,US,"Tazewell,IL,US"
2170,230.0,bu/ac,AGRIGOLD,corn,IN,Randolph,40.184027,-85.01495412,5/8/13,11/10/13,206.1923077,bu/ac,False,SILT LOAM,US,"Randolph,IN,US"
2171,233.5,bu/ac,AGRIGOLD,corn,OH,Crawford,40.8048774,-82.78210569,5/26/14,11/13/14,237.0860465,bu/ac,False,SILT LOAM,US,"Crawford,OH,US"
2172,182.8,bu/ac,RENK,corn,IA,Madison,41.252383,-94.084361,5/14/13,10/28/13,170.5,bu/ac,False,SILTY CLAY LOAM,US,"Madison,IA,US"
2173,261.0,bu/ac,ARMOR,corn,IN,Warrick,38.04532433,-87.42322546,5/8/14,9/29/14,247.40625,bu/ac,False,SILT LOAM,US,"Warrick,IN,US"
2174,214.3683766,bu/ac,AGRIGOLD,corn,KS,Riley,39.18360138,-96.5714,4/30/13,9/25/13,213.6478914,bu/ac,True,SANDY LOAM,US,"Riley,KS,US"
2175,179.2,bu/ac,CHAMPION,corn,IA,Linn,42.0223,-91.80521,5/23/13,11/14/13,169.8,bu/ac,False,,US,"Linn,IA,US"
2176,162.1,bu/ac,RENK,corn,MO,Clark,40.575214,-91.778961,5/18/13,10/1/13,161.3,bu/ac,False,SILT LOAM,US,"Clark,MO,US"
2178,172.0,bu/ac,BECKS,corn,OH,Wood,41.22707231,-83.73013807,5/20/14,10/29/14,163.0583333,bu/ac,False,CLAY,US,"Wood,OH,US"
2179,250.6,bu/ac,SEED CONSULTANTS,corn,OH,Fayette,39.51031539,-83.49957935,5/17/13,10/21/13,215.7969697,bu/ac,False,SILT LOAM,US,"Fayette,OH,US"
2180,161.4,bu/ac,BECKS,corn,OH,Wood,41.22707231,-83.73013807,5/20/14,10/29/14,163.0583333,bu/ac,False,CLAY,US,"Wood,OH,US"
2181,270.0,bu/ac,BECKS,corn,IN,Daviess,38.64199544,-87.08532895,5/7/14,9/25/14,260.6875,bu/ac,False,SILT LOAM,US,"Daviess,IN,US"
2182,266.0,bu/ac,SEED CONSULTANTS,corn,IN,Warrick,38.04532433,-87.42322546,5/8/14,9/29/14,247.40625,bu/ac,False,SILT LOAM,US,"Warrick,IN,US"
2183,192.8,bu/ac,CHAMPION,corn,IA,Story,42.02572082,-93.56818838,5/18/13,10/31/13,192.342953,bu/ac,False,LOAM,US,"Story,IA,US"
2184,204.5601971,bu/ac,B-H GENETICS,corn,KS,Republic,39.79449844,-97.7833,5/22/13,10/29/13,201.1779606,bu/ac,True,SILT LOAM,US,"Republic,KS,US"
2185,162.8952527,bu/ac,B-H GENETICS,corn,KS,Reno,38.0655,-97.9142,5/13/13,10/11/13,151.5311849,bu/ac,True,SILT LOAM,US,"Reno,KS,US"
2186,245.0,bu/ac,AUGUSTA,corn,IL,St. Clair,38.52331,-89.872255,5/26/13,11/10/13,230.9,bu/ac,False,SILT LOAM,US,"St. Clair,IL,US"
2188,243.1,bu/ac,CHANNEL,corn,OH,Wayne,40.86626374,-81.87585513,5/25/14,11/11/14,251.1108696,bu/ac,False,SILT LOAM,US,"Wayne,OH,US"
2189,245.0,bu/ac,AGRIGOLD,corn,IN,Whitley,41.114556,-85.47809489,5/7/13,10/16/13,235.9230769,bu/ac,False,SANDY LOAM,US,"Whitley,IN,US"
2190,244.0,bu/ac,BECKS,corn,IN,Whitley,41.114556,-85.47809489,5/7/13,10/16/13,235.9230769,bu/ac,False,SANDY LOAM,US,"Whitley,IN,US"
2191,254.0,bu/ac,CHANNEL,corn,IN,Tippecanoe,40.471817,-86.90575821,5/20/13,10/22/13,241.4807692,bu/ac,False,SILTY CLAY LOAM,US,"Tippecanoe,IN,US"
2192,260.7,bu/ac,AGRIGOLD,corn,OH,Wayne,40.86626374,-81.87585513,5/25/14,11/11/14,251.1108696,bu/ac,False,SILT LOAM,US,"Wayne,OH,US"
2193,125.6,bu/ac,AGRIGOLD,corn,KS,Atchison,39.4752,-95.22737,4/30/13,9/25/13,117.4,bu/ac,False,SILTY CLAY LOAM,US,"Atchison,KS,US"
2194,224.3,bu/ac,AGRIGOLD,corn,IL,Grundy,41.3500531,-88.4016041,5/21/14,11/7/14,223.5,bu/ac,False,SILTY CLAY LOAM,US,"Grundy,IL,US"
2195,248.1,bu/ac,AGRIGOLD,corn,NE,Gage,40.27497,-96.80283,5/5/14,11/4/14,224.6,bu/ac,False,SILT LOAM,US,"Gage,NE,US"
2196,201.9,bu/ac,AGVENTURE,corn,SD,Clay,42.968917,-96.811303,5/5/14,10/31/14,200.3,bu/ac,False,SILTY CLAY LOAM,US,"Clay,SD,US"
2197,245.5,bu/ac,AUGUSTA,corn,DE,Sussex,38.70151,-75.68191,5/3/13,10/3/13,241.9,bu/ac,True,LOAMY SAND,US,"Sussex,DE,US"
2198,245.3,bu/ac,BUCKEYE,corn,OH,Paulding,41.72248,-84.40822,5/15/13,10/23/13,243.4,bu/ac,False,CLAY,US,"Paulding,OH,US"
2199,156.6,bu/ac,BUCKEYE,corn,OH,Mercer,40.5688,-84.66048,5/16/13,11/5/13,146.7,bu/ac,False,SANDY CLAY LOAM,US,"Mercer,OH,US"
2200,173.4,bu/ac,AUGUSTA,corn,PA,Centre,40.840286,-77.647061,5/25/12,10/26/12,183.9,bu/ac,False,SILT LOAM,US,"Centre,PA,US"
2202,165.6,bu/ac,AGRIGOLD,corn,MI,Eaton,42.4847,-84.8181,5/29/14,11/20/14,162.0,bu/ac,False,CLAY LOAM,US,"Eaton,MI,US"
2203,149.7,bu/ac,AUGUSTA,corn,IN,Bartholomew,39.17373,-85.83554,5/7/12,10/27/12,127.8,bu/ac,False,CLAY LOAM,US,"Bartholomew,IN,US"
2204,256.7,bu/ac,CHANNEL,corn,IN,Bartholomew,39.15481,-85.85744,5/18/13,10/26/13,251.3,bu/ac,False,CLAY LOAM,US,"Bartholomew,IN,US"
2205,195.5,bu/ac,CHAMPION,corn,NE,Otoe,40.53803,-96.14659,5/6/14,11/11/14,186.0,bu/ac,False,SILTY CLAY LOAM,US,"Otoe,NE,US"
2206,227.7,bu/ac,AUGUSTA,corn,PA,Northumberland,40.944202,-76.660703,5/21/12,10/26/12,221.5,bu/ac,False,SILT LOAM,US,"Northumberland,PA,US"
2207,252.8,bu/ac,AGRIGOLD,corn,IL,McLean,40.32261,-89.44454,5/15/13,10/28/13,256.3,bu/ac,False,SILTY CLAY LOAM,US,"McLean,IL,US"
2208,208.1,bu/ac,CHANNEL,corn,MN,Mower,43.77123,-92.68859,5/17/14,10/29/14,197.4,bu/ac,False,SILT LOAM,US,"Mower,MN,US"
2209,158.0,bu/ac,CHANNEL,corn,NE,Pawnee,40.03821,-96.050013,4/29/13,10/9/13,151.9,bu/ac,False,SILTY CLAY LOAM,US,"Pawnee,NE,US"
2211,155.3,bu/ac,AUGUSTA,corn,OH,Hardin,40.74705,-83.65191,5/17/13,10/30/13,160.4,bu/ac,False,SANDY LOAM,US,"Hardin,OH,US"
2214,164.8,bu/ac,CORNELIUS,corn,IA,Palo Alto,43.13069,-94.77623,5/6/14,10/28/14,153.7,bu/ac,False,LOAM,US,"Palo Alto,IA,US"
2215,217.3,bu/ac,CHANNEL,corn,MN,Olmsted,43.99224,-92.2053,5/10/14,11/4/14,194.7,bu/ac,False,SILT LOAM,US,"Olmsted,MN,US"
2216,207.4,bu/ac,AGRIGOLD,corn,IA,Fremont,40.80187,-95.50615,5/12/13,10/25/13,219.1,bu/ac,False,SILT LOAM,US,"Fremont,IA,US"
2217,188.9,bu/ac,BUCKEYE,corn,OH,Fulton,41.69017,-84.37517,5/23/14,11/7/14,160.3,bu/ac,False,SANDY LOAM,US,"Fulton,OH,US"
2218,260.1,bu/ac,SEED CONSULTANTS,corn,IN,Warrick,38.15535,-87.20185,5/26/13,10/25/13,264.6,bu/ac,False,SILTY CLAY LOAM,US,"Warrick,IN,US"
2219,180.2,bu/ac,BECKS,corn,IL,Henry,41.15489,-90.09677,5/14/13,10/29/13,142.4,bu/ac,False,SILTY CLAY LOAM,US,"Henry,IL,US"
2220,132.1,bu/ac,CHANNEL,corn,MN,McLeod,44.85603,-94.15561,5/24/14,10/31/14,127.6,bu/ac,False,CLAY LOAM,US,"McLeod,MN,US"
2221,142.6,bu/ac,AGRIGOLD,corn,MO,Schuyler,40.41344,-92.68069,5/15/13,10/16/13,120.6,bu/ac,False,SILT LOAM,US,"Schuyler,MO,US"
2222,131.8,bu/ac,CHANNEL,corn,OH,Hancock,41.09335,-83.7851,4/23/12,10/22/12,124.2,bu/ac,False,LOAM,US,"Hancock,OH,US"
2223,217.0,bu/ac,AUGUSTA,corn,PA,Adams,39.816784,-77.023046,5/15/13,10/24/13,214.2,bu/ac,False,SILTY CLAY LOAM,US,"Adams,PA,US"
2224,186.3,bu/ac,AGRIGOLD,corn,IN,LaGrange,41.55964,-85.73096,5/15/13,10/28/13,204.6,bu/ac,False,SANDY LOAM,US,"LaGrange,IN,US"
2226,150.0,bu/ac,AUGUSTA,corn,IN,Dubois,38.30545,-87.06792,4/20/12,9/21/12,137.1,bu/ac,False,CLAY LOAM,US,"Dubois,IN,US"
2227,215.0,bu/ac,CHANNEL,corn,WI,Rock,42.64138,-88.85578,5/15/13,10/23/13,202.8,bu/ac,False,SILT LOAM,US,"Rock,WI,US"
2228,228.3,bu/ac,AGRIGOLD,corn,WI,Rock,42.63273,-88.85425,5/10/14,11/3/14,216.0,bu/ac,False,SILT LOAM,US,"Rock,WI,US"
2229,253.7,bu/ac,AGRIGOLD,corn,MO,Clark,40.582047,-91.783149,5/5/14,10/8/14,240.0,bu/ac,False,SILT LOAM,US,"Clark,MO,US"
2231,193.6,bu/ac,CHAMPION,corn,IA,Kossuth,42.98865,-94.19993,5/8/12,10/4/12,189.1,bu/ac,False,LOAM,US,"Kossuth,IA,US"
2232,188.4,bu/ac,VIKING,corn,MN,Le Sueur,44.4598517,-93.9113634,6/8/13,10/28/13,,bu/ac,False,CLAY LOAM,US,"Le Sueur,MN,US"
2233,203.5,bu/ac,CHEMGRO,corn,PA,Blair,40.30421,-78.35589,5/14/13,10/30/13,207.1,bu/ac,False,SILT LOAM,US,"Blair,PA,US"
2234,214.0,bu/ac,AGRIGOLD,corn,IL,Livingston,41.07099,-88.43777,5/8/13,10/26/13,220.3,bu/ac,False,SILTY CLAY LOAM,US,"Livingston,IL,US"
2235,230.2,bu/ac,BECKS,corn,IL,Livingston,41.068931,-88.439846,5/21/14,11/7/14,220.2,bu/ac,False,SILTY CLAY LOAM,US,"Livingston,IL,US"
2236,198.4,bu/ac,AXIS,corn,VA,Hanover,37.68079,-77.17295,4/24/14,9/27/14,179.7,bu/ac,False,SANDY LOAM,US,"Hanover,VA,US"
2237,260.2,bu/ac,CHEMGRO,corn,DE,New Castle,39.45678,-75.76128,5/3/13,10/4/13,254.0,bu/ac,False,LOAMY SAND,US,"New Castle,DE,US"
2238,264.6,bu/ac,CHEMGRO,corn,DE,New Castle,39.45678,-75.76128,5/3/13,10/4/13,254.0,bu/ac,False,LOAMY SAND,US,"New Castle,DE,US"
2239,224.9,bu/ac,CHANNEL,corn,IA,Webster,42.44663,-94.3399,4/26/14,10/27/14,218.0,bu/ac,False,LOAM,US,"Webster,IA,US"
2240,228.3,bu/ac,AGRIGOLD,corn,IA,Webster,42.44663,-94.3399,4/26/14,10/27/14,218.0,bu/ac,False,LOAM,US,"Webster,IA,US"
2242,213.4,bu/ac,BUCKEYE,corn,OH,Henry,41.2090032,-83.6986568,5/14/13,10/25/13,212.0,bu/ac,False,CLAY LOAM,US,"Henry,OH,US"
2243,164.1,bu/ac,CHANNEL,corn,MN,Nicollet,44.397767,-94.168472,5/24/14,10/27/14,163.2,bu/ac,False,CLAY LOAM,US,"Nicollet,MN,US"
2244,239.0,bu/ac,AUGUSTA,corn,PA,Northumberland,40.95419,-76.8532,5/1/13,10/29/13,243.7,bu/ac,False,SILT LOAM,US,"Northumberland,PA,US"
2245,161.1,bu/ac,CHAMPION,corn,IA,Mitchell,43.23567,-92.93463,5/10/12,9/21/12,137.3,bu/ac,False,SILTY CLAY LOAM,US,"Mitchell,IA,US"
2246,180.8,bu/ac,CHAMPION,corn,IA,Mitchell,43.22727,-92.93042,5/16/13,10/30/13,174.6,bu/ac,False,SILT LOAM,US,"Mitchell,IA,US"
2247,244.1,bu/ac,CHAMPION,corn,IA,Mahaska,41.25959,-92.67429,5/10/14,10/7/14,228.1,bu/ac,False,SILT LOAM,US,"Mahaska,IA,US"
2248,248.8,bu/ac,CHAMPION,corn,IA,Mahaska,41.25959,-92.67429,5/10/14,10/7/14,228.1,bu/ac,False,SILT LOAM,US,"Mahaska,IA,US"
2249,235.3,bu/ac,AUGUSTA,corn,MO,Marion,39.86662,-91.52787,5/18/13,10/15/13,246.3,bu/ac,False,SILT LOAM,US,"Marion,MO,US"
2250,171.9,bu/ac,CHAMPION,corn,IA,Linn,42.0223,-91.80521,5/23/13,11/14/13,169.8,bu/ac,False,,US,"Linn,IA,US"
2251,252.1,bu/ac,AUGUSTA,corn,IN,Vermillion,40.094863,-87.482818,5/15/13,10/23/13,251.0,bu/ac,False,SILTY CLAY LOAM,US,"Vermillion,IN,US"
2252,254.5,bu/ac,AGRIGOLD,corn,IA,Allamakee,43.05085,-91.57357,5/15/13,10/25/13,240.1,bu/ac,False,SILT LOAM,US,"Allamakee,IA,US"
2253,234.6,bu/ac,CHANNEL,corn,IL,LaSalle,41.3621503,-89.0418249,5/5/14,10/10/14,229.0,bu/ac,False,SILTY CLAY LOAM,US,"LaSalle,IL,US"
2254,168.9,bu/ac,CHANNEL,corn,MN,Redwood,44.425851,-95.123942,5/6/14,10/26/14,156.4,bu/ac,False,CLAY LOAM,US,"Redwood,MN,US"
2255,213.6,bu/ac,CHAMPION,corn,IA,Plymouth,42.76114,-95.95716,5/5/14,10/27/14,211.0,bu/ac,False,SILTY CLAY LOAM,US,"Plymouth,IA,US"
2256,193.4,bu/ac,AGRIGOLD,corn,MI,Lenawee,41.881,-83.7667,5/28/14,11/10/14,203.6,bu/ac,False,SILT LOAM,US,"Lenawee,MI,US"
2257,232.2,bu/ac,CHAMPION,corn,NE,Seward,40.81469,-97.09081,5/7/14,11/5/14,230.8,bu/ac,True,SILT LOAM,US,"Seward,NE,US"
2258,172.9,bu/ac,AUGUSTA,corn,IL,Effingham,39.183645,-88.64333,6/12/13,11/13/13,172.5,bu/ac,False,SILT LOAM,US,"Effingham,IL,US"
2259,213.0,bu/ac,CHANNEL,corn,IA,Sioux,42.4963416,-96.40494079999999,5/18/13,11/2/13,204.1,bu/ac,False,SILTY CLAY LOAM,US,"Sioux,IA,US"
2260,214.7,bu/ac,AUGUSTA,corn,PA,York,40.1496,-76.93996,5/19/09,11/13/09,216.6,bu/ac,False,SILTY CLAY LOAM,US,"York,PA,US"
2261,118.7,bu/ac,AUGUSTA,corn,PA,York,39.82891,-76.90868,5/27/11,11/2/11,118.0,bu/ac,False,SILTY CLAY LOAM,US,"York,PA,US"
2262,171.0,bu/ac,AUGUSTA,corn,MD,Queen Anne's,39.19664,-75.81543,5/2/09,10/22/09,164.2,bu/ac,False,LOAMY SAND,US,"Queen Anne's,MD,US"
2263,80.9,bu/ac,CHEMGRO,corn,MD,Queen Anne's,39.2077,-75.8239,5/10/13,10/2/13,77.8,bu/ac,True,LOAMY SAND,US,"Queen Anne's,MD,US"
2264,247.4,bu/ac,AGRIGOLD,corn,NE,Cass,40.8053,-95.90668,4/28/13,9/22/13,217.8,bu/ac,False,SILT LOAM,US,"Cass,NE,US"
2265,213.1,bu/ac,CHANNEL,corn,NE,Cass,40.8053,-95.90668,4/28/13,9/22/13,217.8,bu/ac,False,SILT LOAM,US,"Cass,NE,US"
2266,232.7,bu/ac,CHANNEL,corn,IL,Fayette,38.9483,-89.1494,5/10/14,11/14/14,220.6,bu/ac,False,SILTY CLAY LOAM,US,"Fayette,IL,US"
2268,232.2,bu/ac,BECKS,corn,IA,Iowa,41.808081,-92.292666,5/18/14,11/2/14,225.8,bu/ac,False,SILT LOAM,US,"Iowa,IA,US"
2269,223.8,bu/ac,AGRIGOLD,corn,IL,Bureau,41.51832,-89.71973,5/8/13,10/8/13,216.0,bu/ac,False,SILT LOAM,US,"Bureau,IL,US"
2270,204.3,bu/ac,CHEMGRO,corn,MD,Baltimore,39.58974,-76.79847,5/25/13,11/15/13,199.4,bu/ac,False,SILTY CLAY LOAM,US,"Baltimore,MD,US"
2271,220.1,bu/ac,AGRIGOLD,corn,NE,Cuming,41.98969,-96.841,4/22/14,10/24/14,212.9,bu/ac,False,SILTY CLAY LOAM,US,"Cuming,NE,US"
2272,238.4,bu/ac,SEED CONSULTANTS,corn,IN,White,40.7698,-86.9871,5/8/14,10/20/14,226.1,bu/ac,False,SILTY CLAY LOAM,US,"White,IN,US"
